split,capture_number,capture_id,uptime_ms,frame_width,frame_height,jpeg_bytes,source_image_path,dataset_image_path
train,82,run_000008_img_82,83337,2048,1536,131654,images/run_000008/shard_0001/run_000008_img_82.jpg,images/train/run_000008_img_82.jpg
train,83,run_000008_img_83,84339,2048,1536,131588,images/run_000008/shard_0001/run_000008_img_83.jpg,images/train/run_000008_img_83.jpg
train,84,run_000008_img_84,85340,2048,1536,131599,images/run_000008/shard_0001/run_000008_img_84.jpg,images/train/run_000008_img_84.jpg
train,85,run_000008_img_85,86339,2048,1536,131601,images/run_000008/shard_0001/run_000008_img_85.jpg,images/train/run_000008_img_85.jpg
train,86,run_000008_img_86,87340,2048,1536,131708,images/run_000008/shard_0001/run_000008_img_86.jpg,images/train/run_000008_img_86.jpg
train,87,run_000008_img_87,88339,2048,1536,131825,images/run_000008/shard_0001/run_000008_img_87.jpg,images/train/run_000008_img_87.jpg
train,88,run_000008_img_88,89340,2048,1536,131699,images/run_000008/shard_0001/run_000008_img_88.jpg,images/train/run_000008_img_88.jpg
train,89,run_000008_img_89,90340,2048,1536,131817,images/run_000008/shard_0001/run_000008_img_89.jpg,images/train/run_000008_img_89.jpg
train,90,run_000008_img_90,91337,2048,1536,131794,images/run_000008/shard_0001/run_000008_img_90.jpg,images/train/run_000008_img_90.jpg
train,91,run_000008_img_91,92340,2048,1536,131888,images/run_000008/shard_0001/run_000008_img_91.jpg,images/train/run_000008_img_91.jpg
train,92,run_000008_img_92,93340,2048,1536,131973,images/run_000008/shard_0001/run_000008_img_92.jpg,images/train/run_000008_img_92.jpg
train,93,run_000008_img_93,94340,2048,1536,132107,images/run_000008/shard_0001/run_000008_img_93.jpg,images/train/run_000008_img_93.jpg
train,94,run_000008_img_94,95775,2048,1536,132368,images/run_000008/shard_0001/run_000008_img_94.jpg,images/train/run_000008_img_94.jpg
train,95,run_000008_img_95,97304,2048,1536,132554,images/run_000008/shard_0001/run_000008_img_95.jpg,images/train/run_000008_img_95.jpg
train,96,run_000008_img_96,98203,2048,1536,132541,images/run_000008/shard_0001/run_000008_img_96.jpg,images/train/run_000008_img_96.jpg
train,97,run_000008_img_97,99642,2048,1536,132538,images/run_000008/shard_0001/run_000008_img_97.jpg,images/train/run_000008_img_97.jpg
train,98,run_000008_img_98,100566,2048,1536,132621,images/run_000008/shard_0001/run_000008_img_98.jpg,images/train/run_000008_img_98.jpg
train,99,run_000008_img_99,101568,2048,1536,132640,images/run_000008/shard_0001/run_000008_img_99.jpg,images/train/run_000008_img_99.jpg
train,100,run_000008_img_100,102568,2048,1536,132660,images/run_000008/shard_0001/run_000008_img_100.jpg,images/train/run_000008_img_100.jpg
train,101,run_000008_img_101,103973,2048,1536,132618,images/run_000008/shard_0002/run_000008_img_101.jpg,images/train/run_000008_img_101.jpg
train,102,run_000008_img_102,104858,2048,1536,132429,images/run_000008/shard_0002/run_000008_img_102.jpg,images/train/run_000008_img_102.jpg
train,103,run_000008_img_103,105569,2048,1536,132423,images/run_000008/shard_0002/run_000008_img_103.jpg,images/train/run_000008_img_103.jpg
train,104,run_000008_img_104,106567,2048,1536,132463,images/run_000008/shard_0002/run_000008_img_104.jpg,images/train/run_000008_img_104.jpg
train,105,run_000008_img_105,107567,2048,1536,132393,images/run_000008/shard_0002/run_000008_img_105.jpg,images/train/run_000008_img_105.jpg
train,106,run_000008_img_106,108569,2048,1536,132244,images/run_000008/shard_0002/run_000008_img_106.jpg,images/train/run_000008_img_106.jpg
train,107,run_000008_img_107,109568,2048,1536,132279,images/run_000008/shard_0002/run_000008_img_107.jpg,images/train/run_000008_img_107.jpg
train,108,run_000008_img_108,110565,2048,1536,132301,images/run_000008/shard_0002/run_000008_img_108.jpg,images/train/run_000008_img_108.jpg
train,109,run_000008_img_109,111570,2048,1536,132282,images/run_000008/shard_0002/run_000008_img_109.jpg,images/train/run_000008_img_109.jpg
train,110,run_000008_img_110,112673,2048,1536,132327,images/run_000008/shard_0002/run_000008_img_110.jpg,images/train/run_000008_img_110.jpg
train,111,run_000008_img_111,113569,2048,1536,132322,images/run_000008/shard_0002/run_000008_img_111.jpg,images/train/run_000008_img_111.jpg
train,112,run_000008_img_112,114565,2048,1536,132356,images/run_000008/shard_0002/run_000008_img_112.jpg,images/train/run_000008_img_112.jpg
train,113,run_000008_img_113,115566,2048,1536,132460,images/run_000008/shard_0002/run_000008_img_113.jpg,images/train/run_000008_img_113.jpg
train,114,run_000008_img_114,116566,2048,1536,132768,images/run_000008/shard_0002/run_000008_img_114.jpg,images/train/run_000008_img_114.jpg
train,115,run_000008_img_115,117569,2048,1536,132945,images/run_000008/shard_0002/run_000008_img_115.jpg,images/train/run_000008_img_115.jpg
train,116,run_000008_img_116,118565,2048,1536,132743,images/run_000008/shard_0002/run_000008_img_116.jpg,images/train/run_000008_img_116.jpg
train,117,run_000008_img_117,119565,2048,1536,133102,images/run_000008/shard_0002/run_000008_img_117.jpg,images/train/run_000008_img_117.jpg
train,118,run_000008_img_118,120570,2048,1536,133126,images/run_000008/shard_0002/run_000008_img_118.jpg,images/train/run_000008_img_118.jpg
train,119,run_000008_img_119,121568,2048,1536,133507,images/run_000008/shard_0002/run_000008_img_119.jpg,images/train/run_000008_img_119.jpg
train,120,run_000008_img_120,122569,2048,1536,133751,images/run_000008/shard_0002/run_000008_img_120.jpg,images/train/run_000008_img_120.jpg
train,121,run_000008_img_121,123568,2048,1536,133979,images/run_000008/shard_0002/run_000008_img_121.jpg,images/train/run_000008_img_121.jpg
train,122,run_000008_img_122,124567,2048,1536,134148,images/run_000008/shard_0002/run_000008_img_122.jpg,images/train/run_000008_img_122.jpg
train,123,run_000008_img_123,125566,2048,1536,134226,images/run_000008/shard_0002/run_000008_img_123.jpg,images/train/run_000008_img_123.jpg
train,124,run_000008_img_124,126569,2048,1536,134417,images/run_000008/shard_0002/run_000008_img_124.jpg,images/train/run_000008_img_124.jpg
train,125,run_000008_img_125,127565,2048,1536,134800,images/run_000008/shard_0002/run_000008_img_125.jpg,images/train/run_000008_img_125.jpg
train,126,run_000008_img_126,128601,2048,1536,130978,images/run_000008/shard_0002/run_000008_img_126.jpg,images/train/run_000008_img_126.jpg
train,127,run_000008_img_127,129566,2048,1536,131305,images/run_000008/shard_0002/run_000008_img_127.jpg,images/train/run_000008_img_127.jpg
train,128,run_000008_img_128,130565,2048,1536,132328,images/run_000008/shard_0002/run_000008_img_128.jpg,images/train/run_000008_img_128.jpg
train,129,run_000008_img_129,131567,2048,1536,134021,images/run_000008/shard_0002/run_000008_img_129.jpg,images/train/run_000008_img_129.jpg
train,130,run_000008_img_130,132566,2048,1536,133972,images/run_000008/shard_0002/run_000008_img_130.jpg,images/train/run_000008_img_130.jpg
train,131,run_000008_img_131,133569,2048,1536,134264,images/run_000008/shard_0002/run_000008_img_131.jpg,images/train/run_000008_img_131.jpg
train,132,run_000008_img_132,134569,2048,1536,133904,images/run_000008/shard_0002/run_000008_img_132.jpg,images/train/run_000008_img_132.jpg
train,133,run_000008_img_133,135566,2048,1536,133372,images/run_000008/shard_0002/run_000008_img_133.jpg,images/train/run_000008_img_133.jpg
train,134,run_000008_img_134,136569,2048,1536,132993,images/run_000008/shard_0002/run_000008_img_134.jpg,images/train/run_000008_img_134.jpg
train,135,run_000008_img_135,137568,2048,1536,132566,images/run_000008/shard_0002/run_000008_img_135.jpg,images/train/run_000008_img_135.jpg
train,136,run_000008_img_136,138569,2048,1536,132644,images/run_000008/shard_0002/run_000008_img_136.jpg,images/train/run_000008_img_136.jpg
train,137,run_000008_img_137,139569,2048,1536,132387,images/run_000008/shard_0002/run_000008_img_137.jpg,images/train/run_000008_img_137.jpg
train,138,run_000008_img_138,140565,2048,1536,132066,images/run_000008/shard_0002/run_000008_img_138.jpg,images/train/run_000008_img_138.jpg
train,139,run_000008_img_139,141566,2048,1536,132176,images/run_000008/shard_0002/run_000008_img_139.jpg,images/train/run_000008_img_139.jpg
train,140,run_000008_img_140,142566,2048,1536,132319,images/run_000008/shard_0002/run_000008_img_140.jpg,images/train/run_000008_img_140.jpg
train,141,run_000008_img_141,143568,2048,1536,133005,images/run_000008/shard_0002/run_000008_img_141.jpg,images/train/run_000008_img_141.jpg
train,142,run_000008_img_142,144566,2048,1536,133456,images/run_000008/shard_0002/run_000008_img_142.jpg,images/train/run_000008_img_142.jpg
train,143,run_000008_img_143,145686,2048,1536,133358,images/run_000008/shard_0002/run_000008_img_143.jpg,images/train/run_000008_img_143.jpg
train,144,run_000008_img_144,146566,2048,1536,133113,images/run_000008/shard_0002/run_000008_img_144.jpg,images/train/run_000008_img_144.jpg
train,145,run_000008_img_145,147567,2048,1536,132821,images/run_000008/shard_0002/run_000008_img_145.jpg,images/train/run_000008_img_145.jpg
train,146,run_000008_img_146,148567,2048,1536,132198,images/run_000008/shard_0002/run_000008_img_146.jpg,images/train/run_000008_img_146.jpg
train,147,run_000008_img_147,149823,2048,1536,131736,images/run_000008/shard_0002/run_000008_img_147.jpg,images/train/run_000008_img_147.jpg
train,148,run_000008_img_148,151172,2048,1536,131629,images/run_000008/shard_0002/run_000008_img_148.jpg,images/train/run_000008_img_148.jpg
train,149,run_000008_img_149,151891,2048,1536,131557,images/run_000008/shard_0002/run_000008_img_149.jpg,images/train/run_000008_img_149.jpg
train,150,run_000008_img_150,152611,2048,1536,131518,images/run_000008/shard_0002/run_000008_img_150.jpg,images/train/run_000008_img_150.jpg
train,151,run_000008_img_151,153568,2048,1536,131285,images/run_000008/shard_0002/run_000008_img_151.jpg,images/train/run_000008_img_151.jpg
train,152,run_000008_img_152,154568,2048,1536,131332,images/run_000008/shard_0002/run_000008_img_152.jpg,images/train/run_000008_img_152.jpg
train,153,run_000008_img_153,155569,2048,1536,131354,images/run_000008/shard_0002/run_000008_img_153.jpg,images/train/run_000008_img_153.jpg
train,154,run_000008_img_154,156568,2048,1536,131359,images/run_000008/shard_0002/run_000008_img_154.jpg,images/train/run_000008_img_154.jpg
train,155,run_000008_img_155,157567,2048,1536,131899,images/run_000008/shard_0002/run_000008_img_155.jpg,images/train/run_000008_img_155.jpg
train,156,run_000008_img_156,158565,2048,1536,132970,images/run_000008/shard_0002/run_000008_img_156.jpg,images/train/run_000008_img_156.jpg
train,157,run_000008_img_157,159568,2048,1536,131354,images/run_000008/shard_0002/run_000008_img_157.jpg,images/train/run_000008_img_157.jpg
train,158,run_000008_img_158,160568,2048,1536,130302,images/run_000008/shard_0002/run_000008_img_158.jpg,images/train/run_000008_img_158.jpg
train,159,run_000008_img_159,161569,2048,1536,129257,images/run_000008/shard_0002/run_000008_img_159.jpg,images/train/run_000008_img_159.jpg
train,160,run_000008_img_160,162568,2048,1536,128909,images/run_000008/shard_0002/run_000008_img_160.jpg,images/train/run_000008_img_160.jpg
train,161,run_000008_img_161,163567,2048,1536,130093,images/run_000008/shard_0002/run_000008_img_161.jpg,images/train/run_000008_img_161.jpg
train,162,run_000008_img_162,164568,2048,1536,129880,images/run_000008/shard_0002/run_000008_img_162.jpg,images/train/run_000008_img_162.jpg
train,163,run_000008_img_163,165566,2048,1536,129676,images/run_000008/shard_0002/run_000008_img_163.jpg,images/train/run_000008_img_163.jpg
train,164,run_000008_img_164,166569,2048,1536,129861,images/run_000008/shard_0002/run_000008_img_164.jpg,images/train/run_000008_img_164.jpg
train,165,run_000008_img_165,167567,2048,1536,129979,images/run_000008/shard_0002/run_000008_img_165.jpg,images/train/run_000008_img_165.jpg
train,166,run_000008_img_166,168568,2048,1536,130107,images/run_000008/shard_0002/run_000008_img_166.jpg,images/train/run_000008_img_166.jpg
train,167,run_000008_img_167,169566,2048,1536,130294,images/run_000008/shard_0002/run_000008_img_167.jpg,images/train/run_000008_img_167.jpg
train,168,run_000008_img_168,170568,2048,1536,130878,images/run_000008/shard_0002/run_000008_img_168.jpg,images/train/run_000008_img_168.jpg
train,169,run_000008_img_169,171565,2048,1536,131549,images/run_000008/shard_0002/run_000008_img_169.jpg,images/train/run_000008_img_169.jpg
train,170,run_000008_img_170,172568,2048,1536,131774,images/run_000008/shard_0002/run_000008_img_170.jpg,images/train/run_000008_img_170.jpg
train,171,run_000008_img_171,173565,2048,1536,131940,images/run_000008/shard_0002/run_000008_img_171.jpg,images/train/run_000008_img_171.jpg
train,172,run_000008_img_172,174855,2048,1536,130585,images/run_000008/shard_0002/run_000008_img_172.jpg,images/train/run_000008_img_172.jpg
train,173,run_000008_img_173,175723,2048,1536,130126,images/run_000008/shard_0002/run_000008_img_173.jpg,images/train/run_000008_img_173.jpg
train,174,run_000008_img_174,176565,2048,1536,129795,images/run_000008/shard_0002/run_000008_img_174.jpg,images/train/run_000008_img_174.jpg
train,175,run_000008_img_175,177566,2048,1536,129260,images/run_000008/shard_0002/run_000008_img_175.jpg,images/train/run_000008_img_175.jpg
train,176,run_000008_img_176,178568,2048,1536,130636,images/run_000008/shard_0002/run_000008_img_176.jpg,images/train/run_000008_img_176.jpg
train,177,run_000008_img_177,179878,2048,1536,130046,images/run_000008/shard_0002/run_000008_img_177.jpg,images/train/run_000008_img_177.jpg
train,178,run_000008_img_178,180759,2048,1536,129983,images/run_000008/shard_0002/run_000008_img_178.jpg,images/train/run_000008_img_178.jpg
train,179,run_000008_img_179,181658,2048,1536,129718,images/run_000008/shard_0002/run_000008_img_179.jpg,images/train/run_000008_img_179.jpg
train,180,run_000008_img_180,182567,2048,1536,129735,images/run_000008/shard_0002/run_000008_img_180.jpg,images/train/run_000008_img_180.jpg
train,181,run_000008_img_181,183568,2048,1536,129700,images/run_000008/shard_0002/run_000008_img_181.jpg,images/train/run_000008_img_181.jpg
train,182,run_000008_img_182,184567,2048,1536,129750,images/run_000008/shard_0002/run_000008_img_182.jpg,images/train/run_000008_img_182.jpg
train,183,run_000008_img_183,185567,2048,1536,129484,images/run_000008/shard_0002/run_000008_img_183.jpg,images/train/run_000008_img_183.jpg
train,184,run_000008_img_184,186569,2048,1536,129539,images/run_000008/shard_0002/run_000008_img_184.jpg,images/train/run_000008_img_184.jpg
train,185,run_000008_img_185,187569,2048,1536,129577,images/run_000008/shard_0002/run_000008_img_185.jpg,images/train/run_000008_img_185.jpg
train,186,run_000008_img_186,188565,2048,1536,129574,images/run_000008/shard_0002/run_000008_img_186.jpg,images/train/run_000008_img_186.jpg
train,187,run_000008_img_187,189569,2048,1536,129396,images/run_000008/shard_0002/run_000008_img_187.jpg,images/train/run_000008_img_187.jpg
train,188,run_000008_img_188,190568,2048,1536,129402,images/run_000008/shard_0002/run_000008_img_188.jpg,images/train/run_000008_img_188.jpg
train,189,run_000008_img_189,191569,2048,1536,129263,images/run_000008/shard_0002/run_000008_img_189.jpg,images/train/run_000008_img_189.jpg
train,190,run_000008_img_190,192567,2048,1536,129203,images/run_000008/shard_0002/run_000008_img_190.jpg,images/train/run_000008_img_190.jpg
train,191,run_000008_img_191,193565,2048,1536,129240,images/run_000008/shard_0002/run_000008_img_191.jpg,images/train/run_000008_img_191.jpg
train,192,run_000008_img_192,194567,2048,1536,129095,images/run_000008/shard_0002/run_000008_img_192.jpg,images/train/run_000008_img_192.jpg
train,193,run_000008_img_193,195568,2048,1536,128921,images/run_000008/shard_0002/run_000008_img_193.jpg,images/train/run_000008_img_193.jpg
train,194,run_000008_img_194,196569,2048,1536,128990,images/run_000008/shard_0002/run_000008_img_194.jpg,images/train/run_000008_img_194.jpg
train,195,run_000008_img_195,198025,2048,1536,128946,images/run_000008/shard_0002/run_000008_img_195.jpg,images/train/run_000008_img_195.jpg
train,196,run_000008_img_196,199015,2048,1536,128915,images/run_000008/shard_0002/run_000008_img_196.jpg,images/train/run_000008_img_196.jpg
train,197,run_000008_img_197,200004,2048,1536,128953,images/run_000008/shard_0002/run_000008_img_197.jpg,images/train/run_000008_img_197.jpg
train,198,run_000008_img_198,200993,2048,1536,129040,images/run_000008/shard_0002/run_000008_img_198.jpg,images/train/run_000008_img_198.jpg
train,199,run_000008_img_199,201982,2048,1536,128992,images/run_000008/shard_0002/run_000008_img_199.jpg,images/train/run_000008_img_199.jpg
train,200,run_000008_img_200,202971,2048,1536,128890,images/run_000008/shard_0002/run_000008_img_200.jpg,images/train/run_000008_img_200.jpg
train,201,run_000008_img_201,204462,2048,1536,128873,images/run_000008/shard_0003/run_000008_img_201.jpg,images/train/run_000008_img_201.jpg
train,202,run_000008_img_202,205310,2048,1536,129132,images/run_000008/shard_0003/run_000008_img_202.jpg,images/train/run_000008_img_202.jpg
train,203,run_000008_img_203,205849,2048,1536,129365,images/run_000008/shard_0003/run_000008_img_203.jpg,images/train/run_000008_img_203.jpg
train,204,run_000008_img_204,206569,2048,1536,129496,images/run_000008/shard_0003/run_000008_img_204.jpg,images/train/run_000008_img_204.jpg
